RecordNo,endtime,qweek,is_confident,gender,age,region,household_children,employment_status,trust_Vac,worried_COVID,worried_VacSide,believe_VacEffect,freq_facemask,freq_handSanitizer,freq_avoidppl,freq_avoidHospital,freq_avoidCrowd,will_isolate,feel_worried,covid_is_dangerous,will_get_covid,social_outdoors,social_indoors,freq_avoidMixOthers,freq_avoidOvernight,freq_avoidTraveling,had_covid,vac_boost_beyond,covid_impact_future,work_outside,has_disease,vac_mandatory
47730,2022-03-23 13:35:00,50,True,Female,65,Ontario,None,Part time employment,2,5,2,4,5,5,5,5,5,Yes,No,7,7,,,4,5,5,,5.0,3.0,No,,Yes
47731,2022-03-23 13:36:00,50,True,Female,78,Alberta,None,Part time employment,3,3,5,5,3,5,5,3,5,Yes,Yes,3,7,,,3,5,5,,5.0,3.0,No,,Yes
47732,2022-03-23 13:37:00,50,True,Male,56,Ontario,None,Retired,2,3,3,3,5,4,5,5,5,Yes,No,4,4,,,5,5,4,,3.0,3.0,,,Yes
47733,2022-03-23 13:39:00,50,False,Female,72,Saskatchewan,None,Retired,3,4,1,4,5,5,5,4,5,No,No,7,5,,,4,5,5,,5.0,3.0,,,Yes
47734,2022-03-23 13:39:00,50,False,Female,33,Newfoundland & Labrador / Terre-Neuve-et-Labrador,More than 3,Full time employment,2,3,4,3,4,3,5,4,5,No,No,3,4,,,5,4,5,,3.0,4.0,Yes,,No
47735,2022-03-23 13:41:00,50,True,Male,74,Ontario,None,Unemployed,3,2,2,5,5,4,5,4,5,Yes,No,7,1,,,2,5,4,,5.0,3.0,,,Yes
47736,2022-03-23 13:44:00,50,True,Male,45,Alberta,1 or 2,Full time employment,2,3,3,2,5,5,5,5,5,Yes,Yes,4,4,,,5,5,5,,1.0,5.0,Yes,,Yes
47737,2022-03-23 13:45:00,50,True,Female,75,Ontario,None,Retired,2,4,5,4,5,5,5,5,5,Yes,No,7,4,,,5,5,5,,5.0,3.0,,,Yes
47738,2022-03-23 13:49:00,50,False,Male,39,Ontario,1 or 2,Full time employment,3,4,1,2,4,5,5,4,5,Yes,Yes,2,2,,,4,5,4,,5.0,3.0,Yes,,Yes
47739,2022-03-23 13:55:00,50,True,Male,34,Ontario,1 or 2,Full time employment,2,3,2,2,4,5,4,4,3,No,No,5,6,,,4,4,4,,,4.0,Yes,,Yes
47740,2022-03-23 13:58:00,50,True,Male,35,Ontario,None,Other,2,1,1,4,5,1,5,5,5,Yes,No,1,1,,,5,5,5,,,3.0,,,No
47741,2022-03-23 14:27:00,50,False,Male,77,Ontario,None,Retired,3,2,3,3,5,5,5,5,5,No,No,4,7,,,1,1,3,,5.0,3.0,,,Yes
47742,2022-03-23 14:29:00,50,True,Male,30,Ontario,None,Full time employment,3,4,4,5,1,4,5,5,5,Yes,No,4,3,,,4,5,5,,5.0,2.0,No,,Yes
47743,2022-03-23 14:33:00,50,False,Female,53,Ontario,1 or 2,Part time employment,3,3,1,5,5,3,4,4,3,Yes,Prefer not to say,4,3,,,3,5,5,,5.0,3.0,No,,Yes
47744,2022-03-23 14:35:00,50,True,Male,84,Saskatchewan,None,Retired,3,3,4,5,5,5,5,1,5,Not sure,No,7,4,,,4,5,5,,5.0,3.0,,,Yes
47745,2022-03-23 14:50:00,50,True,Male,29,Ontario,None,Part time employment,2,3,3,4,5,4,4,5,4,Yes,Yes,5,5,,,5,5,4,,1.0,2.0,No,,Yes
47746,2022-03-23 14:58:00,50,False,Male,52,British Columbia / Colombie Britanique,None,Full time employment,2,4,3,4,5,4,5,5,3,Yes,Yes,4,7,,,4,3,4,,5.0,3.0,Yes,,Yes
47747,2022-03-23 15:07:00,50,True,Male,46,Quebec / Québec,1 or 2,Full time employment,0,5,1,5,5,5,5,1,5,Yes,No,7,7,,,1,1,1,,5.0,3.0,Yes,,Yes
47748,2022-03-23 15:18:00,50,True,Male,24,Quebec / Québec,None,Full time student,1,4,4,3,5,5,5,5,4,Yes,No,4,3,,,4,4,5,,,1.0,,,Yes
47749,2022-03-23 15:19:00,50,True,Female,73,Ontario,None,Retired,3,3,1,5,5,5,5,1,4,Yes,No,5,6,,,2,5,2,,5.0,3.0,,,Yes
47750,2022-03-23 15:26:00,50,True,Male,51,Ontario,1 or 2,Full time employment,3,4,2,5,5,5,4,4,5,Yes,No,6,3,,,4,5,4,,5.0,3.0,No,,Yes
47751,2022-03-23 15:35:00,50,True,Male,70,Quebec / Québec,None,Retired,3,3,2,5,5,5,5,1,1,Yes,Yes,7,7,,,3,2,2,,4.0,3.0,,,Yes
47752,2022-03-23 15:35:00,50,True,Male,67,Ontario,None,Retired,3,1,1,5,5,5,5,5,5,No,No,2,2,,,5,5,5,,5.0,3.0,,,Yes
47753,2022-03-23 15:37:00,50,False,Female,71,British Columbia / Colombie Britanique,None,Retired,0,1,5,1,5,4,5,3,5,Yes,No,1,1,,,5,5,5,,,3.0,,,No
47754,2022-03-23 15:39:00,50,False,Male,34,Ontario,None,Full time employment,0,2,2,2,5,4,5,2,2,No,No,1,1,,,5,5,3,,,2.0,Yes,,No
47755,2022-03-23 15:43:00,50,True,Female,82,Ontario,None,Retired,2,5,3,4,5,4,5,4,5,Yes,No,7,4,,,5,5,5,,5.0,5.0,,,Yes
47756,2022-03-23 15:46:00,50,True,Female,62,British Columbia / Colombie Britanique,None,Not working,3,4,2,4,5,4,5,1,4,Yes,No,7,4,,,4,4,4,,5.0,3.0,,,Yes
47757,2022-03-23 15:49:00,50,False,Female,77,Saskatchewan,1 or 2,Retired,0,1,5,1,1,1,4,1,1,Yes,No,1,1,,,1,1,1,,,3.0,,,No
47758,2022-03-23 16:01:00,50,False,Male,37,Ontario,Prefer not to say,Other,0,1,5,1,1,1,1,1,1,No,No,1,6,,,1,1,1,,,1.0,,,No
47759,2022-03-23 16:13:00,50,False,Male,26,Ontario,None,Full time employment,0,5,5,1,5,5,5,4,5,Yes,Yes,7,7,,,5,5,5,,5.0,5.0,No,,Yes
47760,2022-03-23 16:33:00,50,True,Female,72,Ontario,None,Retired,3,2,2,5,5,4,5,4,4,No,Yes,2,2,,,3,3,4,,5.0,1.0,,,Yes
47761,2022-03-23 16:38:00,50,True,Female,66,Ontario,None,Retired,3,2,1,5,5,4,5,2,3,Yes,No,3,4,,,2,3,3,,5.0,3.0,,,Yes
47762,2022-03-23 16:40:00,50,False,Female,52,Ontario,None,Not working,0,1,1,1,5,2,3,1,2,Not sure,Prefer not to say,1,6,,,2,2,2,,,1.0,,,No
47763,2022-03-23 16:46:00,50,True,Female,70,Ontario,None,Retired,1,2,5,3,5,5,1,5,4,No,No,4,2,,,5,5,5,,,2.0,,,No
47765,2022-03-23 16:52:00,50,False,Female,23,Ontario,None,Full time student,2,3,4,2,4,4,5,2,3,No,Yes,3,6,,,1,2,1,,5.0,2.0,,,Yes
47766,2022-03-23 16:54:00,50,True,Female,79,British Columbia / Colombie Britanique,None,Retired,2,3,2,3,5,4,5,3,5,Yes,No,7,5,,,5,5,4,,5.0,3.0,,,Yes
47767,2022-03-23 17:03:00,50,False,Female,51,Alberta,None,Full time employment,3,4,2,5,1,3,4,5,4,Yes,Yes,2,2,,,3,5,2,,5.0,3.0,Yes,,Yes
47768,2022-03-23 17:10:00,50,True,Female,60,Manitoba,None,Unemployed,1,4,3,3,5,5,3,3,5,Yes,Yes,4,4,,,5,5,5,,5.0,5.0,,,Yes
47769,2022-03-23 17:15:00,50,True,Female,40,British Columbia / Colombie Britanique,1 or 2,Full time student,2,5,5,5,5,5,5,5,5,Yes,No,5,7,,,5,5,5,,5.0,5.0,,,Yes
47770,2022-03-23 17:16:00,50,True,Female,79,British Columbia / Colombie Britanique,None,Retired,3,1,1,5,3,2,5,5,5,Yes,Yes,7,1,,,4,5,4,,5.0,3.0,,,Yes
47771,2022-03-23 17:17:00,50,False,Male,42,Ontario,1 or 2,Full time employment,3,3,1,4,4,5,4,4,3,No,No,4,5,,,4,4,5,,5.0,3.0,Yes,,Yes
47772,2022-03-23 17:24:00,50,True,Male,54,Ontario,None,Full time employment,3,3,4,5,3,5,3,4,4,Yes,No,2,1,,,1,1,2,,4.0,3.0,Yes,,Yes
47773,2022-03-23 17:27:00,50,True,Male,45,Saskatchewan,None,Full time employment,3,1,1,5,1,5,5,5,5,Yes,No,1,1,,,4,5,4,,,3.0,Yes,,Yes
47774,2022-03-23 17:38:00,50,False,Female,62,Ontario,None,Retired,1,4,3,2,5,5,5,3,5,Yes,Yes,4,6,,,5,5,5,,,3.0,,,Yes
47775,2022-03-23 17:39:00,50,False,Male,58,Prince Edward Island / Île-du-Prince-Édouard,None,Part time employment,0,1,4,1,4,4,2,1,2,Yes,No,1,2,,,2,2,2,,,3.0,Yes,,No
47776,2022-03-23 17:43:00,50,False,Male,68,Ontario,None,Retired,2,1,3,2,1,3,1,1,1,No,No,1,7,,,1,1,1,,1.0,3.0,,,No
47777,2022-03-23 17:47:00,50,True,Female,72,Alberta,None,Retired,3,5,1,5,5,5,5,4,5,Yes,Yes,7,4,,,4,5,5,,5.0,3.0,,,Yes
47778,2022-03-23 17:51:00,50,False,Male,79,Saskatchewan,None,Retired,2,5,2,4,4,4,5,4,4,Yes,Yes,6,4,,,4,5,5,,5.0,3.0,,,Yes
47779,2022-03-23 17:54:00,50,True,Male,59,Alberta,1 or 2,Full time employment,3,3,3,2,5,4,5,4,4,No,No,6,2,,,3,5,3,,,3.0,Yes,,Yes
47780,2022-03-23 17:57:00,50,False,Male,53,Ontario,None,Full time employment,0,1,5,1,2,3,3,4,2,No,No,1,1,,,1,1,1,,,3.0,Yes,,No
47781,2022-03-23 17:58:00,50,True,Male,75,Quebec / Québec,None,Retired,3,5,2,5,5,5,5,4,5,Yes,No,7,2,,,5,5,4,,5.0,3.0,,,Yes
47782,2022-03-23 17:59:00,50,False,Female,72,New Brunswick / Nouveau-Brunswick,1 or 2,Retired,2,3,1,3,5,4,5,5,5,Yes,No,3,3,,,5,5,5,,5.0,3.0,,,Yes
47783,2022-03-23 18:05:00,50,False,Male,70,Saskatchewan,None,Retired,2,4,3,4,3,5,5,3,4,Yes,No,7,5,,,5,5,4,,5.0,3.0,,,Yes
47784,2022-03-23 18:07:00,50,True,Female,22,Ontario,None,Full time employment,2,4,1,4,4,5,5,4,4,No,Yes,1,1,,,3,3,4,,,3.0,Yes,,Yes
47785,2022-03-23 18:07:00,50,False,Male,72,Quebec / Québec,None,Retired,3,3,1,4,5,5,5,5,5,Yes,No,5,2,,,5,5,5,,5.0,3.0,,,Yes
47786,2022-03-23 18:09:00,50,False,Male,35,Quebec / Québec,1 or 2,Full time employment,2,3,3,3,5,3,2,4,3,Not sure,No,4,6,,,2,1,1,,5.0,3.0,Yes,,Yes
47787,2022-03-23 18:09:00,50,True,Female,61,Manitoba,1 or 2,Not working,1,3,5,2,5,5,5,5,5,Yes,No,2,3,,,5,5,5,,,3.0,,,No
47788,2022-03-23 18:18:00,50,True,Male,72,Quebec / Québec,None,Retired,3,5,5,5,5,5,5,5,5,Yes,No,6,4,,,5,5,5,,5.0,1.0,,,No
47789,2022-03-23 18:21:00,50,False,Male,33,Nova Scotia / Nouvelle-Écosse,More than 3,Full time employment,1,3,4,4,4,4,4,3,4,No,Yes,3,2,,,4,4,4,,,3.0,Yes,,Yes
47790,2022-03-23 18:22:00,50,True,Male,48,Manitoba,None,Part time employment,2,4,2,4,4,3,2,2,3,No,No,2,4,,,3,5,3,,5.0,2.0,Yes,,Yes
47791,2022-03-23 18:30:00,50,True,Male,37,British Columbia / Colombie Britanique,None,Full time employment,1,2,3,3,4,2,4,4,4,No,Prefer not to say,4,2,,,2,2,2,,,3.0,Yes,,Yes
47792,2022-03-23 18:33:00,50,False,Female,23,Alberta,None,Full time employment,2,2,3,3,1,4,4,1,1,Yes,Yes,1,5,,,1,3,1,,1.0,3.0,Yes,,No
47793,2022-03-23 18:47:00,50,True,Male,26,British Columbia / Colombie Britanique,None,Full time employment,2,3,4,2,5,5,5,5,5,Yes,No,3,4,,,5,5,5,,3.0,3.0,No,,No
47795,2022-03-23 18:49:00,50,True,Male,61,Quebec / Québec,None,Retired,3,4,2,5,5,5,5,5,5,Yes,No,5,2,,,5,5,5,,5.0,3.0,,,Yes
47796,2022-03-23 19:00:00,50,True,Male,75,Quebec / Québec,None,Retired,3,5,1,5,5,5,5,3,4,Yes,No,7,4,,,5,5,4,,5.0,5.0,,,Yes
47797,2022-03-23 19:08:00,50,True,Female,62,Quebec / Québec,None,Unemployed,2,2,2,3,5,5,3,5,3,No,No,2,2,,,4,5,4,,3.0,3.0,,,Yes
47798,2022-03-23 19:18:00,50,False,Male,33,Alberta,None,Part time employment,1,3,3,3,3,5,5,5,5,No,No,4,4,,,5,5,3,,,3.0,Yes,,No
47799,2022-03-23 19:21:00,50,True,Male,51,Quebec / Québec,None,Retired,3,3,2,5,5,5,5,1,4,Yes,No,7,2,,,5,5,5,,4.0,3.0,,,Yes
47800,2022-03-23 19:22:00,50,True,Male,72,Quebec / Québec,None,Retired,3,2,2,5,2,5,5,1,4,No,No,7,3,,,1,5,3,,5.0,3.0,,,Yes
47801,2022-03-23 19:43:00,50,True,Female,35,Manitoba,More than 3,Full time employment,2,2,1,4,5,5,3,3,3,No,No,3,7,,,3,5,3,,3.0,3.0,Yes,,No
47802,2022-03-23 22:15:00,50,True,Male,51,Quebec / Québec,None,Full time employment,2,5,5,4,5,5,5,4,4,Yes,Yes,7,7,,,5,4,5,,5.0,3.0,Yes,,No
47803,2022-03-23 19:48:00,50,True,Female,78,Saskatchewan,1 or 2,Retired,2,3,3,5,5,5,5,5,5,Yes,No,4,4,,,4,5,4,,5.0,3.0,,,Yes
47804,2022-03-23 19:50:00,50,True,Female,86,Saskatchewan,None,Retired,3,5,5,5,5,5,5,5,5,Yes,No,7,1,,,5,5,5,,5.0,3.0,,,Yes
47805,2022-03-23 19:52:00,50,True,Male,42,Alberta,More than 3,Unemployed,2,5,5,5,5,5,5,1,5,No,No,7,1,,,5,5,4,,,5.0,,,Yes
47806,2022-03-23 19:55:00,50,True,Female,77,British Columbia / Colombie Britanique,None,Retired,2,4,4,3,4,5,5,5,4,No,No,7,1,,,5,5,5,,5.0,3.0,,,Yes
47807,2022-03-23 20:00:00,50,False,Male,54,Quebec / Québec,None,Full time employment,1,3,3,3,5,5,3,1,2,Yes,No,5,5,,,4,1,1,,2.0,3.0,Yes,,No
47808,2022-03-23 20:02:00,50,True,Female,61,Ontario,None,Part time employment,3,5,1,5,5,5,5,4,5,Yes,No,6,4,,,5,5,5,,,3.0,No,,Yes
47809,2022-03-23 20:03:00,50,True,Female,66,Quebec / Québec,None,Retired,3,5,5,5,5,5,5,5,5,No,No,7,4,,,5,5,5,,5.0,3.0,,,Yes
47810,2022-03-23 20:04:00,50,False,Male,35,Ontario,1 or 2,Full time employment,1,2,1,2,4,3,3,3,2,Not sure,No,4,3,,,2,5,5,,1.0,3.0,Yes,,No
47811,2022-03-23 20:07:00,50,True,Male,49,Ontario,None,Retired,2,3,3,3,5,5,5,5,5,Yes,Yes,4,4,,,5,5,5,,,4.0,,,Yes
47812,2022-03-23 20:09:00,50,False,Male,22,Saskatchewan,None,Full time student,3,3,5,2,5,5,1,5,3,No,No,4,4,,,1,5,5,,2.0,3.0,,,Yes
47813,2022-03-23 20:12:00,50,False,Male,77,Alberta,Prefer not to say,Part time employment,1,3,4,2,4,3,4,4,4,No,Prefer not to say,5,3,,,3,4,3,,3.0,3.0,Yes,,Yes
47814,2022-03-23 20:21:00,50,True,Female,55,Quebec / Québec,None,Part time employment,2,2,2,5,5,4,5,1,2,Yes,No,2,3,,,2,1,2,,4.0,3.0,No,,Yes
47815,2022-03-23 20:24:00,50,True,Male,75,British Columbia / Colombie Britanique,1 or 2,Retired,3,3,1,4,5,3,3,1,4,Yes,No,5,5,,,5,1,3,,5.0,2.0,,,Yes
47816,2022-03-23 20:40:00,50,True,Female,44,Alberta,1 or 2,Part time employment,2,1,2,4,3,3,3,1,1,Not sure,No,1,5,,,1,2,2,,3.0,3.0,Yes,,No
47817,2022-03-23 20:48:00,50,True,Male,70,Quebec / Québec,None,Retired,3,5,5,5,5,5,5,5,5,Yes,No,7,7,,,5,5,5,,5.0,3.0,,,Yes
47818,2022-03-23 21:09:00,50,True,Male,47,British Columbia / Colombie Britanique,None,Unemployed,3,5,1,5,1,1,5,5,5,No,No,7,3,,,5,5,5,,5.0,3.0,,,Yes
47819,2022-03-23 21:11:00,50,True,Male,30,Ontario,1 or 2,Full time employment,1,4,1,2,4,4,4,5,4,No,Yes,6,7,,,4,4,3,,,3.0,Yes,,Yes
47820,2022-03-23 21:20:00,50,False,Female,42,Ontario,Prefer not to say,Full time employment,3,3,3,3,5,5,1,1,4,No,Prefer not to say,4,5,,,4,2,2,,5.0,3.0,Yes,,Yes
47821,2022-03-23 21:21:00,50,False,Female,51,Ontario,None,Part time employment,0,1,5,1,5,1,5,1,1,Yes,No,1,1,,,1,1,1,,,1.0,No,,No
47822,2022-03-23 21:32:00,50,False,Female,42,Ontario,Prefer not to say,Full time employment,3,3,3,3,5,5,5,5,5,No,Prefer not to say,4,4,,,5,5,5,,3.0,3.0,No,,Yes
47823,2022-03-23 21:41:00,50,False,Female,40,Ontario,Prefer not to say,Other,3,3,3,3,5,5,5,5,5,No,No,4,4,,,5,5,5,,3.0,3.0,,,Yes
47824,2022-03-23 23:49:00,50,True,Male,30,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Full time employment,1,3,3,3,4,1,1,1,4,Yes,Yes,4,4,,,1,1,1,,3.0,3.0,Yes,,Yes
47825,2022-03-23 22:00:00,50,True,Male,48,Ontario,None,Full time employment,2,1,1,1,5,5,5,5,5,Yes,No,4,4,,,5,5,5,,5.0,3.0,Yes,,Yes
47827,2022-03-23 22:16:00,50,False,Male,70,British Columbia / Colombie Britanique,None,Retired,3,5,5,5,5,5,5,5,4,Yes,Yes,7,2,,,3,5,5,,5.0,3.0,,,Yes
47828,2022-03-23 22:26:00,50,False,Male,65,Alberta,None,Retired,3,1,2,4,2,2,2,2,3,No,No,1,1,,,2,4,3,,3.0,1.0,,,Yes
47829,2022-03-23 22:33:00,50,True,Female,72,British Columbia / Colombie Britanique,None,Retired,3,3,1,4,5,3,4,2,3,Yes,No,4,3,,,3,5,3,,5.0,3.0,,,Yes
47830,2022-03-23 22:40:00,50,True,Male,38,Ontario,1 or 2,Full time employment,3,2,2,4,3,1,5,4,4,Yes,No,3,6,,,4,1,3,,5.0,3.0,No,,Yes
47831,2022-03-23 22:47:00,50,True,Male,36,Ontario,1 or 2,Full time employment,2,3,3,3,5,5,5,5,5,Yes,Yes,4,4,,,5,5,5,,,3.0,Yes,,No
47832,2022-03-23 22:57:00,50,False,Male,21,Quebec / Québec,None,Full time student,1,3,3,3,5,5,5,5,5,No,No,4,4,,,5,5,5,,3.0,3.0,,,Yes
47833,2022-03-23 23:04:00,50,False,Female,65,Ontario,None,Retired,3,4,2,4,5,1,5,5,5,Yes,No,5,4,,,5,5,5,,5.0,4.0,,,Yes
47834,2022-03-23 23:14:00,50,False,Male,81,Quebec / Québec,None,Retired,2,5,3,4,5,4,5,5,5,Yes,No,4,4,,,4,5,5,,3.0,3.0,,,No
47835,2022-03-23 23:22:00,50,True,Male,36,Quebec / Québec,1 or 2,Full time employment,2,2,3,3,5,5,5,4,5,Yes,No,2,4,,,5,5,5,,5.0,3.0,No,,Yes
47836,2022-03-23 23:24:00,50,True,Male,21,Quebec / Québec,Prefer not to say,Full time student,2,4,3,5,5,4,4,5,3,Yes,No,4,1,,,4,4,4,,5.0,3.0,,,Yes
47837,2022-03-23 23:39:00,50,True,Male,71,British Columbia / Colombie Britanique,None,Part time employment,3,2,2,5,3,2,5,1,5,Yes,No,4,5,,,1,3,3,,5.0,3.0,No,,Yes
47838,2022-03-23 23:42:00,50,True,Female,80,Ontario,None,Retired,2,3,4,3,5,1,5,5,5,Yes,No,4,4,,,5,5,5,,1.0,3.0,,,Yes
47839,2022-03-24 00:02:00,50,True,Male,49,Nova Scotia / Nouvelle-Écosse,1 or 2,Full time employment,3,1,1,5,3,5,5,1,5,Yes,No,4,7,,,5,1,3,,5.0,1.0,Yes,,Yes
47840,2022-03-24 00:03:00,50,True,Female,65,British Columbia / Colombie Britanique,None,Retired,3,2,2,5,4,3,4,5,4,Yes,No,4,4,,,2,1,1,,5.0,2.0,,,Yes
47842,2022-03-24 00:10:00,50,True,Male,24,Quebec / Québec,None,Full time employment,0,4,5,2,5,1,1,5,5,Yes,No,3,2,,,5,1,5,,4.0,4.0,Yes,,Yes
47843,2022-03-24 00:20:00,50,True,Female,53,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Part time employment,2,4,4,3,5,5,5,2,4,Yes,No,4,7,,,3,2,2,,3.0,3.0,Yes,,Yes
47844,2022-03-24 00:25:00,50,False,Female,37,Nova Scotia / Nouvelle-Écosse,1 or 2,Full time employment,0,5,5,1,1,4,4,1,2,Yes,Yes,7,1,,,1,5,4,,,3.0,Yes,,No
47845,2022-03-24 00:30:00,50,False,Male,22,Ontario,None,Full time employment,2,4,2,2,5,4,3,2,2,Yes,No,2,1,,,3,1,3,,2.0,2.0,Yes,,Yes
47846,2022-03-24 00:32:00,50,True,Female,77,Quebec / Québec,None,Part time employment,2,1,1,5,5,4,5,3,5,Yes,No,6,1,,,4,2,4,,5.0,1.0,Yes,,Yes
47848,2022-03-24 00:45:00,50,True,Female,81,Alberta,None,Not working,3,1,3,5,4,3,2,3,2,Yes,No,4,4,,,1,1,1,,,2.0,,,No
47850,2022-03-24 00:47:00,50,True,Female,57,Ontario,None,Retired,2,2,3,3,5,5,5,5,5,Yes,No,1,4,,,5,5,5,,1.0,3.0,,,No
47851,2022-03-24 01:01:00,50,True,Female,74,Quebec / Québec,None,Retired,3,3,3,5,5,5,5,5,5,Yes,No,5,5,,,5,5,5,,5.0,3.0,,,Yes
47852,2022-03-24 01:04:00,50,False,Male,34,Manitoba,1 or 2,Full time employment,2,2,3,5,3,4,2,1,4,No,No,4,4,,,1,2,2,,3.0,3.0,Yes,,No
47853,2022-03-24 01:06:00,50,False,Female,79,Ontario,None,Retired,0,1,1,1,1,1,1,1,1,No,No,1,1,,,1,1,1,,,1.0,,,No
47854,2022-03-24 01:06:00,50,False,Female,37,Quebec / Québec,1 or 2,Full time employment,1,2,5,4,5,5,4,3,4,Yes,No,1,7,,,3,4,2,,1.0,3.0,Yes,,No
47855,2022-03-24 01:07:00,50,False,Female,66,Alberta,None,Retired,3,4,2,4,5,2,5,5,5,Yes,No,3,4,,,5,5,5,,5.0,3.0,,,Yes
47856,2022-03-24 01:14:00,50,True,Female,70,Nova Scotia / Nouvelle-Écosse,None,Retired,1,2,1,5,5,5,5,5,5,No,No,7,2,,,3,5,5,,,3.0,,,No
47857,2022-03-24 01:16:00,50,False,Male,37,Quebec / Québec,More than 3,Retired,2,4,5,3,5,1,2,5,5,Not sure,Yes,5,6,,,5,1,5,,5.0,4.0,,,No
47858,2022-03-24 01:16:00,50,False,Female,78,Alberta,None,Retired,2,4,3,4,3,4,5,2,4,Yes,No,7,6,,,4,5,5,,5.0,3.0,,,Yes
47859,2022-03-24 01:18:00,50,True,Female,71,Saskatchewan,None,Retired,2,1,2,4,1,4,5,5,4,Not sure,No,2,1,,,5,5,5,,5.0,3.0,,,Yes
47860,2022-03-24 01:24:00,50,True,Female,66,Ontario,None,Retired,2,3,2,5,5,5,5,3,5,No,No,7,2,,,5,5,4,,5.0,2.0,,,Yes
47861,2022-03-24 01:24:00,50,True,Male,41,Ontario,1 or 2,Full time employment,3,4,5,1,5,4,5,3,4,Yes,No,3,5,,,2,1,1,,5.0,3.0,No,,Yes
47862,2022-03-24 01:32:00,50,False,Male,19,British Columbia / Colombie Britanique,1 or 2,Part time employment,3,4,2,4,5,4,3,5,5,Yes,Yes,4,5,,,5,5,4,,5.0,3.0,Yes,,Yes
47863,2022-03-24 01:34:00,50,False,Female,27,Alberta,1 or 2,Full time employment,3,3,1,5,4,5,4,1,1,Yes,No,4,3,,,2,2,1,,5.0,2.0,Yes,,Yes
47864,2022-03-24 01:41:00,50,True,Male,55,Ontario,None,Part time employment,2,1,2,4,5,5,5,4,4,Yes,No,3,2,,,4,4,5,,,3.0,Yes,,No
47865,2022-03-24 01:48:00,50,False,Male,27,British Columbia / Colombie Britanique,None,Part time employment,2,1,3,2,1,4,1,1,1,No,No,1,7,,,1,1,1,,1.0,3.0,No,,No
47868,2022-03-24 02:15:00,50,True,Male,59,Quebec / Québec,None,Retired,3,4,4,4,1,5,5,4,5,Yes,No,7,2,,,5,5,5,,5.0,3.0,,,Yes
47870,2022-03-24 02:19:00,50,True,Male,48,Quebec / Québec,1 or 2,Full time employment,2,2,2,2,4,3,5,1,1,No,No,2,7,,,1,1,1,,4.0,1.0,Yes,,Yes
47871,2022-03-24 02:21:00,50,True,Female,75,British Columbia / Colombie Britanique,None,Retired,2,2,4,3,5,3,5,1,5,Yes,No,4,5,,,3,5,5,,3.0,3.0,,,Yes
47872,2022-03-24 02:30:00,50,True,Female,54,British Columbia / Colombie Britanique,None,Full time employment,3,5,3,5,5,4,4,1,5,Not sure,No,6,4,,,5,5,5,,5.0,3.0,Yes,,Yes
47873,2022-03-24 03:10:00,50,True,Female,29,Ontario,None,Full time employment,3,2,1,5,4,2,3,5,2,Yes,Yes,4,3,,,2,5,4,,2.0,2.0,Yes,,Yes
47874,2022-03-24 02:47:00,50,True,Female,35,Ontario,More than 3,Not working,2,3,3,3,5,5,5,5,5,Not sure,Yes,7,2,,,5,5,5,,5.0,3.0,,,Yes
47875,2022-03-24 03:02:00,50,False,Female,47,Ontario,None,Full time employment,2,1,3,4,4,5,5,4,5,Yes,No,3,7,,,4,4,5,,,3.0,Yes,,No
47876,2022-03-24 03:06:00,50,True,Female,37,Quebec / Québec,None,Full time student,0,5,5,1,5,4,5,3,3,Yes,No,7,1,,,5,5,5,,,5.0,,,No
47877,2022-03-24 03:12:00,50,True,Male,48,Ontario,None,Full time employment,3,5,5,5,3,3,1,3,3,No,No,3,1,,,4,3,3,,,3.0,No,,No
47878,2022-03-24 03:41:00,50,False,Male,24,Ontario,None,Full time employment,3,4,4,4,5,3,4,2,4,Not sure,Yes,5,3,,,3,1,1,,3.0,3.0,Yes,,No
47879,2022-03-24 04:23:00,50,True,Female,36,Quebec / Québec,None,Full time student,2,5,5,3,5,5,5,5,4,Yes,Yes,7,7,,,3,5,5,,5.0,5.0,,,No
47880,2022-03-24 04:23:00,50,True,Male,75,British Columbia / Colombie Britanique,1 or 2,Retired,2,2,2,4,4,5,5,5,4,Yes,No,5,1,,,4,5,5,,5.0,3.0,,,Yes
47881,2022-03-24 05:11:00,50,False,Male,43,Ontario,None,Full time employment,2,5,4,4,5,5,5,5,5,Yes,Yes,7,3,,,5,5,5,,5.0,5.0,Yes,,Yes
47882,2022-03-24 05:15:00,50,True,Female,29,Ontario,1 or 2,Unemployed,1,1,5,1,5,5,5,5,5,Yes,Yes,1,1,,,5,5,5,,,1.0,,,No
47883,2022-03-24 05:33:00,50,True,Female,28,Quebec / Québec,1 or 2,Full time student,3,4,3,4,4,4,5,3,3,No,No,4,3,,,3,5,4,,,3.0,,,Yes
47884,2022-03-24 05:34:00,50,False,Male,26,Quebec / Québec,None,Full time employment,0,1,5,2,1,2,5,4,1,No,Yes,1,4,,,1,3,2,,1.0,1.0,Yes,,Yes
47885,2022-03-24 05:36:00,50,True,Female,64,Ontario,None,Retired,1,3,3,3,4,2,5,5,5,Not sure,No,2,4,,,5,5,5,,,1.0,,,No
47886,2022-03-24 05:39:00,50,False,Female,29,Ontario,None,Full time employment,2,3,2,3,4,3,5,1,3,Yes,No,5,3,,,1,4,1,,4.0,3.0,Yes,,Yes
